title,company,seniority_level,max_salary,company_size,work_type,company_rating,applies
Software Engineer,Amazon,Lead,170562,51-200,Remote,4.2,42
Operations Manager,Uber,Senior,122375,5001+,Remote,2.9,187
Business Analyst,Salesforce,Entry,49897,1001-5000,Hybrid,3.3,144
Product Manager,IBM,Director,243895,5001+,On-site,4.5,379
Frontend Developer,Microsoft,Mid,114176,201-1000,Remote,4.0,77
UX Designer,Airbnb,Senior,155721,201-1000,Hybrid,4.4,7
UX Designer,Oracle,Lead,180722,201-1000,On-site,3.1,35
Operations Manager,Meta,Lead,134559,1001-5000,Hybrid,3.6,142
Sales Representative,Amazon,Lead,108790,201-1000,Remote,4.8,380
Sales Representative,Startup A,Mid,76302,1-50,Hybrid,3.1,5
Business Analyst,Startup B,Mid,92758,5001+,Remote,3.8,104
Machine Learning Engineer,Google,Mid,128333,201-1000,Remote,3.1,106
Product Manager,Startup A,Mid,134538,1-50,Hybrid,4.0,35
HR Manager,Apple,Director,149360,5001+,Remote,2.6,45
Financial Analyst,Netflix,Mid,75000,1001-5000,Remote,4.1,1
Frontend Developer,Meta,Senior,145875,51-200,Hybrid,3.3,6
Business Analyst,Enterprise Corp,Senior,105577,201-1000,On-site,3.9,2
Backend Developer,Google,Entry,69338,1001-5000,Hybrid,3.7,16
Sales Representative,Oracle,Mid,66226,5001+,Hybrid,2.8,14
Business Analyst,Mid-size Corp,Mid,98220,201-1000,Hybrid,5.0,44
Machine Learning Engineer,Apple,VP,331917,1001-5000,On-site,4.3,36
DevOps Engineer,Mid-size Corp,Mid,123361,51-200,On-site,3.1,12
Frontend Developer,Microsoft,Senior,137960,1001-5000,On-site,2.4,188
Data Scientist,Google,Senior,190906,1001-5000,Remote,3.8,8
Frontend Developer,Amazon,Senior,149252,5001+,On-site,4.4,50
Financial Analyst,Google,Mid,94242,1001-5000,Remote,3.2,2
Financial Analyst,Uber,Entry,62163,5001+,Hybrid,4.6,41
UX Designer,Salesforce,Mid,94421,1001-5000,On-site,2.6,111
Financial Analyst,Mid-size Corp,Mid,77005,1001-5000,On-site,3.2,42
Financial Analyst,Startup B,Entry,61249,1001-5000,Remote,4.2,18
DevOps Engineer,Mid-size Corp,Entry,83989,201-1000,Remote,4.1,1284
Machine Learning Engineer,Microsoft,Entry,92194,5001+,Remote,3.5,13
HR Manager,Amazon,Director,161596,201-1000,On-site,3.6,1
Marketing Manager,Startup A,Mid,90080,1-50,Hybrid,3.6,479
Marketing Manager,Google,Entry,56908,1-50,Hybrid,2.6,16
Business Analyst,Startup A,Entry,55953,201-1000,On-site,3.4,19
Backend Developer,IBM,Senior,138311,5001+,On-site,4.1,15
Software Engineer,Intel,Mid,126849,1001-5000,On-site,3.6,167
Software Engineer,Google,Mid,116522,1-50,Remote,3.3,20
DevOps Engineer,Intel,Mid,134336,51-200,Remote,3.7,1
UX Designer,Google,Senior,158840,51-200,Hybrid,4.3,56
HR Manager,Google,Mid,79022,51-200,Hybrid,3.7,6185
DevOps Engineer,Enterprise Corp,Lead,210154,51-200,On-site,3.1,26
Operations Manager,Oracle,Mid,102200,51-200,Hybrid,4.3,337
UX Designer,Enterprise Corp,Senior,163263,1001-5000,On-site,4.7,299
Financial Analyst,Intel,Lead,118364,5001+,Remote,3.0,45
Sales Representative,Enterprise Corp,Lead,134506,5001+,Remote,4.7,80
Business Analyst,Oracle,Entry,52558,201-1000,Hybrid,3.9,471
Business Analyst,Meta,Mid,100797,1-50,Hybrid,5.0,173
Machine Learning Engineer,Netflix,Senior,199685,5001+,On-site,4.3,1
Software Engineer,Startup A,VP,299379,51-200,Remote,5.0,90
Sales Representative,Intel,Lead,127448,1001-5000,Hybrid,3.4,22
DevOps Engineer,Netflix,Mid,129791,51-200,Hybrid,3.9,12
Product Manager,Airbnb,VP,365517,5001+,Remote,5.0,370
Sales Representative,Oracle,Lead,132763,1001-5000,Hybrid,2.9,4
Operations Manager,Microsoft,Director,183834,201-1000,Remote,5.0,1643
Backend Developer,Intel,Mid,98948,1001-5000,Hybrid,4.2,9
Data Scientist,Amazon,Senior,150264,1001-5000,Hybrid,3.9,101
Financial Analyst,Amazon,Lead,119069,5001+,Hybrid,3.6,57
Product Manager,Oracle,Lead,194681,1001-5000,Remote,3.9,114
Software Engineer,Netflix,Entry,80863,5001+,Hybrid,3.4,22
Software Engineer,Intel,Senior,177957,1001-5000,On-site,3.3,54
Data Scientist,Uber,Senior,161638,1001-5000,On-site,3.2,104
Business Analyst,Amazon,Mid,85754,51-200,Remote,5.0,72
UX Designer,Uber,Senior,135175,1001-5000,Hybrid,4.5,3
Software Engineer,Meta,Mid,119564,201-1000,Hybrid,2.3,1
Operations Manager,Uber,Senior,116265,1-50,Remote,3.0,2
DevOps Engineer,Startup B,Mid,125048,51-200,Remote,4.4,46
Product Manager,Salesforce,Senior,185029,51-200,Remote,4.0,6
UX Designer,Netflix,Director,220365,1001-5000,Hybrid,5.0,7
Product Manager,Airbnb,Senior,170830,201-1000,Hybrid,3.9,554
Operations Manager,Mid-size Corp,Director,181611,5001+,Hybrid,5.0,14
Operations Manager,Microsoft,Senior,130799,1001-5000,On-site,3.0,186
Backend Developer,Microsoft,Mid,122261,201-1000,Hybrid,2.7,68
Software Engineer,Startup A,Director,247655,5001+,Hybrid,2.8,9
Backend Developer,Mid-size Corp,Entry,76323,201-1000,On-site,4.5,2
Marketing Manager,Apple,Lead,148086,201-1000,On-site,4.2,195
Software Engineer,Startup B,Entry,75968,201-1000,On-site,3.9,50
Marketing Manager,Google,Mid,98854,1001-5000,Hybrid,3.1,50
Machine Learning Engineer,Google,VP,423858,51-200,On-site,3.6,382
Operations Manager,Amazon,Mid,79583,201-1000,On-site,4.7,10
Operations Manager,Oracle,Mid,88176,51-200,Hybrid,3.4,8
Business Analyst,Oracle,Lead,125810,201-1000,On-site,4.1,192
Marketing Manager,Salesforce,Mid,97053,1001-5000,Hybrid,3.9,167
Machine Learning Engineer,Microsoft,Entry,98980,1001-5000,On-site,3.6,564
Operations Manager,Netflix,Mid,100002,1001-5000,Remote,3.6,547
Software Engineer,Startup A,Lead,200731,201-1000,Remote,3.7,3
Business Analyst,Uber,Mid,96499,201-1000,Remote,2.8,113
Sales Representative,Enterprise Corp,Senior,115570,201-1000,Hybrid,3.9,58
Software Engineer,Startup B,Director,267884,5001+,Remote,3.1,113
Business Analyst,Startup B,Senior,138387,1001-5000,On-site,2.8,30
Operations Manager,Airbnb,Mid,82025,201-1000,Remote,4.5,682
Product Manager,Intel,Mid,126767,1-50,Hybrid,3.1,6
Backend Developer,Startup B,Mid,104017,51-200,Hybrid,3.4,105
Marketing Manager,Oracle,Senior,115187,1001-5000,On-site,2.9,3
Business Analyst,Netflix,Senior,106315,201-1000,On-site,3.7,51
HR Manager,Startup B,Senior,120266,51-200,Hybrid,4.9,49
UX Designer,Microsoft,Senior,168929,201-1000,Hybrid,3.3,14
HR Manager,Google,Entry,48003,51-200,Remote,4.8,16
Sales Representative,Startup A,Mid,63930,1001-5000,Hybrid,2.5,2
Software Engineer,Uber,Mid,117615,1-50,Hybrid,4.2,11
DevOps Engineer,Uber,VP,296016,5001+,Hybrid,2.8,12
Operations Manager,Microsoft,Senior,131324,5001+,On-site,2.8,92
HR Manager,Meta,Entry,55351,1-50,Hybrid,3.4,51
Sales Representative,Oracle,VP,189517,201-1000,Remote,4.0,353
Business Analyst,Salesforce,Director,160059,5001+,On-site,3.0,1
Backend Developer,Mid-size Corp,Mid,104515,5001+,On-site,4.3,173
Machine Learning Engineer,Apple,Senior,183475,5001+,Hybrid,3.6,61
Machine Learning Engineer,Amazon,Lead,192002,51-200,On-site,4.7,100
Marketing Manager,Intel,Senior,147617,1-50,Remote,4.9,18
Business Analyst,Intel,Mid,83776,1001-5000,Hybrid,3.9,12
HR Manager,Apple,Lead,146445,5001+,On-site,3.7,158
Data Scientist,Google,Lead,200794,201-1000,Remote,3.6,1
Operations Manager,Mid-size Corp,Mid,84903,1001-5000,Remote,4.0,10
Sales Representative,Meta,Senior,107603,1001-5000,On-site,4.1,104
DevOps Engineer,Enterprise Corp,Mid,134249,1001-5000,Remote,3.7,18
DevOps Engineer,Google,Director,210942,1001-5000,Hybrid,3.1,389
Data Scientist,Meta,Mid,126496,1001-5000,Remote,2.8,24
Operations Manager,Intel,Senior,120521,201-1000,On-site,3.3,66
UX Designer,Amazon,Director,239456,1001-5000,Remote,3.8,80
Operations Manager,Startup A,Mid,101766,51-200,On-site,3.6,88
Business Analyst,Salesforce,Director,188054,201-1000,Hybrid,3.0,22
DevOps Engineer,Uber,Director,217531,1-50,On-site,3.9,35
Product Manager,Intel,Lead,208343,1-50,Hybrid,4.1,49
Sales Representative,Airbnb,Lead,113158,1001-5000,Hybrid,2.8,40
HR Manager,Uber,Senior,95911,51-200,Hybrid,2.7,1
Business Analyst,Apple,Senior,135558,1-50,Hybrid,3.3,255
Sales Representative,Netflix,Senior,115993,51-200,Hybrid,4.5,171
Financial Analyst,Google,Senior,128530,5001+,Remote,3.3,2
Business Analyst,Microsoft,Mid,85279,201-1000,Remote,4.3,70
Marketing Manager,Startup B,Senior,120460,201-1000,Hybrid,4.1,166
Product Manager,Google,Lead,232739,5001+,Hybrid,4.0,129
Frontend Developer,Google,Lead,152394,1001-5000,Hybrid,4.1,4
UX Designer,Microsoft,Mid,97493,51-200,On-site,3.4,10
Product Manager,Salesforce,Lead,191069,5001+,Remote,4.0,148
Data Scientist,Uber,Mid,116361,1-50,Hybrid,3.1,6
Financial Analyst,Apple,Lead,148745,51-200,Hybrid,4.0,2
Business Analyst,Enterprise Corp,Entry,54772,51-200,On-site,2.7,92
Operations Manager,Intel,Mid,97116,51-200,Hybrid,4.0,166
HR Manager,Startup A,Entry,47886,201-1000,On-site,3.9,2
Data Scientist,Enterprise Corp,Lead,219740,5001+,Remote,3.8,36
DevOps Engineer,Microsoft,Mid,115152,1001-5000,On-site,2.8,67
Financial Analyst,Salesforce,Senior,125029,1001-5000,On-site,4.1,12
Marketing Manager,Meta,Senior,143559,51-200,Hybrid,3.8,118
HR Manager,Startup B,Entry,58372,51-200,Hybrid,2.3,5
Backend Developer,Startup B,Mid,114749,201-1000,Remote,4.0,79
Marketing Manager,Amazon,Mid,95733,1-50,Hybrid,2.9,57
UX Designer,Netflix,Mid,120092,201-1000,On-site,4.2,147
DevOps Engineer,Salesforce,Senior,184915,51-200,Remote,3.7,204
Product Manager,Meta,Senior,170699,201-1000,Remote,3.5,8
Software Engineer,Startup A,Mid,109590,5001+,Remote,4.6,4
Machine Learning Engineer,Netflix,Senior,176839,201-1000,Remote,4.5,1
HR Manager,Amazon,Mid,80518,201-1000,Remote,5.0,337
Financial Analyst,Uber,Lead,131758,5001+,Remote,3.0,12
Data Scientist,Mid-size Corp,Mid,113198,1001-5000,Remote,4.4,6
HR Manager,Airbnb,Mid,75259,5001+,Hybrid,2.7,99
Operations Manager,Google,Entry,63117,51-200,On-site,3.9,30
Data Scientist,Salesforce,Mid,135726,5001+,Hybrid,4.1,14
Machine Learning Engineer,Airbnb,Senior,206730,201-1000,On-site,2.6,57
Product Manager,Uber,Mid,127020,1001-5000,Remote,3.6,8
Software Engineer,Google,Senior,169221,5001+,Remote,3.0,101
Sales Representative,Oracle,Entry,45103,201-1000,On-site,3.9,41
UX Designer,Apple,Entry,67096,201-1000,On-site,4.7,516
Financial Analyst,Google,Senior,104293,1-50,Remote,4.7,15
HR Manager,Microsoft,Senior,114829,5001+,On-site,4.7,1
Machine Learning Engineer,Meta,Lead,214510,201-1000,Remote,3.6,88
HR Manager,Microsoft,Mid,73092,1001-5000,On-site,4.5,13
Business Analyst,Meta,Lead,141864,51-200,Hybrid,2.9,52
DevOps Engineer,Meta,Senior,164457,201-1000,Remote,3.9,19
Software Engineer,Google,Entry,80985,51-200,Remote,2.6,57
UX Designer,Apple,Director,180497,1001-5000,Remote,4.0,11
Machine Learning Engineer,Google,Senior,215930,51-200,Hybrid,3.1,2494
UX Designer,Netflix,Lead,150538,51-200,Hybrid,4.1,9
Data Scientist,Startup A,Lead,194311,5001+,On-site,3.5,39
Frontend Developer,Google,Senior,145741,1001-5000,On-site,3.8,86
Frontend Developer,Mid-size Corp,Lead,174783,51-200,Remote,4.1,411
Frontend Developer,Salesforce,Senior,162707,1001-5000,Hybrid,3.4,9
Software Engineer,Microsoft,Lead,205978,51-200,Hybrid,3.3,19
Frontend Developer,Startup A,Senior,149184,5001+,Hybrid,2.3,87
DevOps Engineer,Meta,Senior,156288,51-200,Hybrid,3.1,31
Sales Representative,Salesforce,Senior,109726,1001-5000,On-site,3.6,1
Software Engineer,Apple,Senior,161517,51-200,Remote,3.7,127
Frontend Developer,Amazon,Mid,112606,1001-5000,Remote,3.3,208
Financial Analyst,Google,Lead,119070,201-1000,Hybrid,3.8,20
Financial Analyst,Startup B,Mid,87779,51-200,On-site,3.8,17
HR Manager,IBM,Lead,122297,1001-5000,Remote,4.4,419
Software Engineer,Salesforce,Senior,174360,51-200,Remote,4.6,99
Software Engineer,Amazon,Mid,105425,201-1000,Hybrid,4.2,41
Financial Analyst,Amazon,Lead,146999,5001+,On-site,3.8,32
HR Manager,Salesforce,Entry,55927,5001+,On-site,4.6,297
Financial Analyst,Enterprise Corp,VP,245328,1001-5000,On-site,3.5,172
DevOps Engineer,Salesforce,Director,228316,1001-5000,On-site,2.5,76
Backend Developer,Airbnb,Mid,116852,51-200,Hybrid,4.0,32
Frontend Developer,Oracle,Mid,118588,5001+,Remote,3.4,22
Marketing Manager,Amazon,Mid,103260,5001+,Remote,3.1,27
Operations Manager,Netflix,Lead,154080,1-50,Hybrid,3.3,9
Operations Manager,Intel,Senior,111865,1001-5000,Remote,3.9,466
Software Engineer,Apple,Director,239231,1001-5000,Remote,5.0,168
Software Engineer,Netflix,Entry,78456,201-1000,On-site,2.6,1
HR Manager,Microsoft,Mid,86103,201-1000,Hybrid,3.5,31
Business Analyst,Startup B,Entry,59203,201-1000,On-site,3.4,59
Frontend Developer,Oracle,Senior,152412,1001-5000,Hybrid,3.5,42
Business Analyst,Meta,Entry,64594,5001+,Hybrid,4.5,24
Financial Analyst,Salesforce,Entry,62330,1001-5000,Remote,4.3,74
Product Manager,Apple,Senior,158684,1-50,Hybrid,4.3,9
Financial Analyst,Startup B,Mid,92814,201-1000,Remote,3.9,2
Product Manager,Mid-size Corp,Mid,149008,201-1000,Hybrid,3.6,36
UX Designer,Apple,Mid,115122,1001-5000,On-site,2.6,5
Software Engineer,Startup B,Director,233286,201-1000,Hybrid,4.1,146
DevOps Engineer,Meta,VP,363134,1001-5000,On-site,3.7,19
Backend Developer,Enterprise Corp,Mid,107575,1001-5000,On-site,3.8,22
Financial Analyst,IBM,Entry,57633,1001-5000,Hybrid,4.0,144
Financial Analyst,Mid-size Corp,Senior,116037,51-200,On-site,4.0,62
Financial Analyst,Apple,Mid,76998,51-200,Remote,3.2,10
HR Manager,Amazon,Senior,126190,1-50,Remote,3.8,66
Backend Developer,Salesforce,Mid,123554,1001-5000,Remote,4.5,19
Backend Developer,IBM,Mid,107176,201-1000,Hybrid,4.7,8
Data Scientist,Amazon,VP,312255,5001+,Hybrid,2.5,152
Product Manager,Uber,Mid,123751,1001-5000,On-site,4.1,114
HR Manager,Apple,Senior,120082,201-1000,Hybrid,5.0,4
Data Scientist,IBM,Lead,218008,201-1000,Hybrid,3.7,453
DevOps Engineer,Meta,Entry,74452,201-1000,Remote,3.8,178
Frontend Developer,Apple,Mid,124207,201-1000,Hybrid,4.7,139
Business Analyst,Mid-size Corp,Mid,89397,201-1000,Remote,2.6,8
UX Designer,Enterprise Corp,VP,313992,51-200,Remote,2.4,113
Financial Analyst,Google,Mid,73233,201-1000,Remote,3.7,8
Frontend Developer,Meta,Director,250143,1-50,Remote,2.7,24
Data Scientist,Startup A,Director,264305,1-50,Remote,5.0,4
Machine Learning Engineer,Enterprise Corp,Director,269057,1001-5000,Remote,3.6,16
Software Engineer,Salesforce,Mid,118258,201-1000,Hybrid,5.0,1
Business Analyst,Amazon,Senior,108042,1-50,Hybrid,4.1,367
Machine Learning Engineer,Microsoft,Mid,136307,201-1000,Hybrid,4.1,2
Data Scientist,Uber,Mid,132253,1001-5000,Remote,3.3,1
HR Manager,Apple,Mid,86525,1001-5000,On-site,5.0,77
Machine Learning Engineer,Uber,Senior,201196,1001-5000,On-site,3.9,89
Marketing Manager,Salesforce,Senior,136583,1001-5000,Hybrid,3.0,52
Sales Representative,Intel,Senior,103159,1001-5000,Hybrid,3.9,40
Marketing Manager,Uber,Mid,104371,201-1000,Hybrid,4.1,77
Data Scientist,Startup A,Senior,174214,1001-5000,Remote,4.6,6
Operations Manager,Microsoft,Entry,63682,201-1000,Remote,4.1,22
Operations Manager,Amazon,Mid,91617,201-1000,On-site,3.4,10000
Backend Developer,Mid-size Corp,Mid,102061,201-1000,On-site,3.0,2
Frontend Developer,Amazon,Entry,71335,201-1000,Remote,4.0,4
Machine Learning Engineer,Meta,Senior,201962,1-50,On-site,3.6,189
DevOps Engineer,Intel,Mid,123891,5001+,On-site,3.0,1
UX Designer,Uber,Senior,167194,1-50,Remote,3.8,335
Marketing Manager,Mid-size Corp,Entry,60683,201-1000,On-site,4.1,2
Marketing Manager,Oracle,Mid,89653,1001-5000,Hybrid,4.7,7
Data Scientist,Google,Mid,133273,1-50,On-site,3.4,17
DevOps Engineer,IBM,Senior,153026,201-1000,Hybrid,3.2,70
Backend Developer,Oracle,Entry,82877,1-50,On-site,3.4,28
UX Designer,Mid-size Corp,Director,211241,51-200,Remote,3.8,16
HR Manager,Mid-size Corp,Mid,70435,5001+,Hybrid,4.1,58
Operations Manager,Intel,VP,215636,1-50,Remote,3.1,24
Marketing Manager,Enterprise Corp,Mid,101352,1001-5000,Remote,4.2,21
Operations Manager,Salesforce,Entry,61697,201-1000,Remote,3.7,17
Product Manager,Salesforce,Mid,114230,201-1000,Remote,3.9,15
DevOps Engineer,Startup B,Mid,107332,1001-5000,On-site,4.2,9
Data Scientist,Google,Senior,174212,201-1000,Hybrid,2.5,33
Data Scientist,Intel,Director,233275,51-200,Hybrid,4.2,3
Machine Learning Engineer,Intel,Mid,135169,51-200,Remote,3.3,5
HR Manager,Netflix,Entry,57141,51-200,Hybrid,4.1,11
Business Analyst,Meta,Mid,85239,1001-5000,Remote,3.2,140
Marketing Manager,Uber,Senior,125235,201-1000,Hybrid,4.1,77
Software Engineer,Oracle,Senior,160719,1-50,On-site,4.9,1
Software Engineer,Microsoft,Senior,168820,201-1000,Remote,3.7,793
Data Scientist,Enterprise Corp,Director,248681,5001+,On-site,3.3,1
Sales Representative,Amazon,Senior,119974,5001+,Remote,2.9,92
DevOps Engineer,IBM,Entry,74951,1001-5000,Remote,4.3,2158
Software Engineer,Microsoft,Senior,174403,201-1000,Remote,4.7,1
Frontend Developer,Airbnb,Senior,151700,5001+,Hybrid,4.7,28
Financial Analyst,Meta,Senior,111763,201-1000,Remote,3.6,20
Sales Representative,Salesforce,Entry,47253,1001-5000,Hybrid,5.0,42
Backend Developer,Meta,Lead,209578,201-1000,On-site,4.3,443
Financial Analyst,Uber,Senior,104364,5001+,Remote,3.2,43
Product Manager,IBM,Mid,139829,1001-5000,Remote,3.9,273
Software Engineer,Salesforce,Entry,73566,201-1000,Hybrid,4.8,377
DevOps Engineer,Mid-size Corp,Director,244247,5001+,On-site,5.0,234
Data Scientist,Netflix,Entry,79346,51-200,Remote,3.5,44
Software Engineer,Startup B,Mid,104886,1001-5000,Remote,4.8,17
Sales Representative,Netflix,Senior,89441,201-1000,Remote,4.7,29
Business Analyst,Startup B,Senior,134387,5001+,Hybrid,4.6,17
Software Engineer,IBM,Senior,176483,1-50,On-site,5.0,46
Financial Analyst,Google,Entry,51530,1001-5000,Hybrid,3.5,6
Frontend Developer,Microsoft,Senior,140707,1001-5000,Remote,4.4,72
Data Scientist,Amazon,Mid,111584,51-200,Hybrid,3.7,2
Operations Manager,Netflix,Mid,99670,1001-5000,On-site,5.0,4
Software Engineer,Airbnb,Lead,204820,201-1000,Hybrid,4.5,76
Marketing Manager,Netflix,Mid,106477,201-1000,On-site,4.7,46
Marketing Manager,Amazon,Mid,108166,5001+,Hybrid,3.8,16
Frontend Developer,Startup B,Entry,62133,201-1000,Remote,2.6,29
HR Manager,Amazon,Director,158685,201-1000,Remote,4.0,127
HR Manager,Startup B,Mid,72011,1001-5000,Hybrid,2.8,108
Machine Learning Engineer,Meta,Senior,176716,51-200,On-site,3.2,74
Software Engineer,Meta,VP,355190,51-200,Hybrid,2.7,18
Marketing Manager,Airbnb,Mid,91217,51-200,Remote,4.9,31
Operations Manager,Enterprise Corp,Mid,92454,5001+,On-site,3.8,34
Sales Representative,Mid-size Corp,Entry,50036,5001+,On-site,4.4,2
Software Engineer,Meta,Senior,152548,201-1000,Hybrid,4.2,261
Frontend Developer,IBM,Mid,119280,1001-5000,Hybrid,3.3,485
Software Engineer,Google,Director,260355,1001-5000,On-site,4.7,6
Sales Representative,Oracle,Mid,64342,1001-5000,Hybrid,4.4,23
Software Engineer,Netflix,Lead,173606,1001-5000,Hybrid,4.7,48
Data Scientist,Google,Lead,221699,5001+,Remote,4.1,69
UX Designer,Netflix,Lead,167769,5001+,On-site,3.4,55
Business Analyst,Airbnb,Senior,132400,1-50,On-site,3.5,57
DevOps Engineer,Meta,Director,253677,5001+,Hybrid,3.2,226
Machine Learning Engineer,Apple,Director,253524,1001-5000,Hybrid,3.4,1
Machine Learning Engineer,Uber,Mid,150573,201-1000,Hybrid,3.5,87
DevOps Engineer,Intel,Senior,153273,1001-5000,Hybrid,3.7,20
Backend Developer,IBM,Entry,64409,201-1000,Hybrid,4.3,30
UX Designer,IBM,Entry,69566,1-50,Hybrid,3.6,4
DevOps Engineer,Oracle,Director,221987,51-200,Remote,2.8,115
UX Designer,Salesforce,Lead,143166,51-200,Hybrid,3.8,28
Business Analyst,Startup B,Entry,62094,51-200,Hybrid,3.1,61
Frontend Developer,Enterprise Corp,VP,309033,5001+,Hybrid,3.2,107
Sales Representative,Enterprise Corp,Lead,106477,51-200,Hybrid,3.9,47
Backend Developer,Oracle,Lead,208684,1001-5000,Remote,4.8,1
Marketing Manager,Google,Senior,127319,5001+,On-site,4.8,90
DevOps Engineer,Startup B,Senior,173768,51-200,Remote,2.9,102
Operations Manager,IBM,VP,214653,5001+,Remote,4.0,2
Software Engineer,Mid-size Corp,Lead,197816,1001-5000,On-site,5.0,552
UX Designer,Intel,Entry,63969,201-1000,Hybrid,3.5,25
Business Analyst,Enterprise Corp,Senior,113342,1001-5000,Hybrid,3.7,3465
Business Analyst,Uber,Senior,124472,5001+,Hybrid,3.1,792
HR Manager,Airbnb,Mid,85486,51-200,Hybrid,3.2,8
Software Engineer,Netflix,Mid,130128,5001+,Remote,3.5,16
Sales Representative,Intel,Senior,107724,5001+,Remote,4.1,70
Financial Analyst,Salesforce,Senior,136544,51-200,Hybrid,4.6,132
Sales Representative,Salesforce,Mid,73736,51-200,Hybrid,4.3,98
HR Manager,Meta,Director,163952,1001-5000,Hybrid,2.9,63
Financial Analyst,Google,Mid,75092,5001+,Remote,3.8,19
Frontend Developer,Google,Entry,77644,51-200,Remote,3.9,87
Frontend Developer,Amazon,Senior,169661,201-1000,On-site,3.7,1
Frontend Developer,Startup B,Mid,100344,5001+,Hybrid,3.4,11
Sales Representative,Startup B,Mid,75566,1001-5000,Remote,3.2,1
Operations Manager,Apple,Entry,64228,1001-5000,Remote,3.9,3
Machine Learning Engineer,IBM,Entry,99582,201-1000,Hybrid,4.0,83
Data Scientist,Apple,Mid,139858,201-1000,Remote,4.8,14
Software Engineer,Startup B,Mid,116441,5001+,Hybrid,3.6,25
Data Scientist,Mid-size Corp,Mid,108955,1001-5000,On-site,3.5,2
DevOps Engineer,Airbnb,Senior,157946,1001-5000,Remote,3.0,237
Software Engineer,Meta,Mid,126073,1001-5000,Hybrid,3.9,52
Data Scientist,Uber,Mid,134050,201-1000,On-site,3.0,80
Business Analyst,Apple,Lead,153221,5001+,On-site,3.5,166
Machine Learning Engineer,Meta,Entry,93193,1001-5000,Hybrid,3.4,15
DevOps Engineer,Startup B,Mid,106560,1001-5000,Hybrid,3.2,19
UX Designer,Salesforce,Senior,163165,5001+,On-site,3.6,1
